"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"18","04","UP","0418ST014","","","","","18","04","XDTE","INDUSTRY","","","18","04","28","12","7","AM","01","0","0","0","0","","SIERRA BLANCA","746.3","48","75","4","1","010","R","LGR5","3","280","1","Y","INDUSTRY 825","1","","4","UP","090723","007","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","2","0","0","10467","2215","T205","","0","0","0","0","T205","4","1","010","12682","","48C229","0","000000","0","1","0","1","1","06","37","06","37","1","5","","1L","","","","129","","2018","0","0","0","0","0","0","HUDSPETH","229","","","","N","OTH","000-000-000","THE LGR51-29 DERAILED TWO CARS, THE UP90723 AND UP44284 ON INDUSTRY TRACK 825 DUE TO WIDE GAGE. DAL-","TILE OWNS AND MAINTAINS TRACK","","","","","","","","","","","","","","0","31.077239","-105.001685","2","5","K","","","TOYAH SUB",
"18","04","KCS","18042601","","","","","18","04","UP","0418HO034","","","18","04","26","1","36","AM","01","5","0","0","0","","WOODSBORO","0180.0","48","65","4","2","028","E","IMYS","1","4093","1","Y","CP 180 WOODSBORO","3","","3","DTTX","646175","073","Y","","","000","","3","0","0","0","0","0","0","0","0","0","27","0","57","0","0","6","0","0","0","0","195700","0","T207","","0","0","0","0","T207","3","3","028","440073","","48C391","0","000000","0","1","0","1","0","05","06","05","06","1","5","","1L","","","","125","","2018","0","0","0","0","0","0","REFUGIO","391","","","","N","CWR","000-000-000","TRAIN HEADED INTO SIDING & WENT INTO EMERGENCY.  6 CARS DERAILED.  UP TRACK DAMAGE $244,373.  MP 180","BROWNSVILLE SUBDIVISION.","","","","","","","","","","","","","","0","28.241736","-97.329762","1","1","Q","","","BROWNSVILLE",
"18","04","UP","0418LK036","","","","","18","04","UP","0418LK036","","","18","04","22","11","0","AM","01","115","14","0","0","","TEXARKANA","418.75","48","55","2","1","005","R","OSVV","4","16150","1","Y","TRACK 105","1","","3","VMSX","280975","003","Y","","","000","","2","0","0","0","2","0","0","0","0","0","115","0","0","0","0","12","0","0","0","0","408579","105530","T207","","0","0","0","0","T207","3","1","005","514109","","48C037","0","000000","0","1","0","1","0","08","45","08","45","1","5","","1L","","","","192","","2018","0","0","0","0","0","0","BOWIE","037","","","","N","OTH","115-014-000","OSSVP-19 WAS TRAVERSING THRU SIDING ON THE BACKSIDE OF TEXARKANA, WHEN THE RAIL BROKE AFTER THE LEAD","TWO ENGINES AND HEAD CAR MADE IT OVER.  CAUSING 12 CARS TO DERAIL AND DAMAGE TO TWO OTHERS.","","","","","","","","","","","","","","0","33.416582","-94.045282","1","1","Q","","","PINE BLUFF SUB",
"18","04","UP","0418FW003","","","","","18","04","UP","0418FW003","","","18","04","02","10","45","PM","01","0","0","0","0","","ARLINGTON","229.86","48","50","4","1","006","E","LBH0","3","1575","7","Y","INDUSTRY 501","X","","2","UPY","002645","002","","","","000","","3","0","0","0","0","2","0","0","0","0","21","0","0","0","0","5","0","0","0","0","11934","86277","H702","","0","0","0","0","H702","2","X","006","98211","","48C439","0","000000","0","2","0","0","0","09","47","","","1","5","","1L","","","","178","","2018","0","0","0","0","0","0","TARRANT","439","00","00","","N","OTH","000-000-000","THE LBH08R-04 RAN THROUGH TRACK 501 SWITCH OUTSIDE OF GENERAL MOTORS PLANT AND SUBSEQUENTLY CHANGED","DIRECTION OVER THE SWITCH, CAUSING 2 ENGINES AND 5 LOADED AUTORACKS TO DERAIL.","","","","","","","","","","","","","","3","32.74135","-97.059654","2","5","K","","","DALLAS SUB",
"18","04","UP","0418FW020","","","","","18","04","UP","0418FW020","","796272L","18","04","14","2","42","PM","07","1","0","0","0","","MONAHANS","610.87","48","72","2","1","067","E","ILXD","3","7071","1","Y","SINGLE MAIN TRACK","5","40.1","1","UP","004099","001","","","","000","","4","0","0","0","0","0","0","0","0","0","116","0","0","0","0","0","0","0","0","0","65763","19768","M304","","0","0","0","0","M304","1","5","067","85531","","48C475","0","000000","0","1","0","1","0","01","57","01","57","1","5","","1L","","","","135","","2018","0","0","0","0","0","0","WARD","475","","","","N","CWR","000-000-000","THE ILXDIB-12 WITH UP4099, WAS TRAVELING EASTBOUND ON MAIN TRACK AND STRUCK A TRACTOR TRAILER VEHICL","E THAT WAS STOPPED ON THE CROSSING.","","","","","","","","","","","","","","0","31.588462","-102.917274","1","1","Q","","","TOYAH SUB",
"18","07","BNSF","HL0718125","","","","","18","07","BNSF","HL0718125","","","18","07","26","7","15","AM","01","0","0","0","0","","MEMPHIS","495.9","47","90","1","1","004","E","YMEM","2","2488","7","Y","2018","1","","2","DOWX","069630","016","N","","","000","","2","0","0","0","0","0","0","0","0","0","18","0","9","0","0","3","0","1","0","0","33216","79000","M505","","0","0","0","0","M505","2","1","004","112216","","47C157","0","000000","0","0","0","0","1","","","","44","1","3","","1L","","","","158","","2018","0","0","0","0","0","0","SHELBY","157","","","","N","OTH","000-000-000","RCO Y-MEM1712-26 DERAILED 4 RAILCARS WHILE PULLING IN YARD TRACK 2018 DURING HUMP OPERATIONS. NO MAT","ERIALS WERE RELEASED. CAUSE IS UNDER ACTIVE INVESTIGATION.","","","","","","","","","","","","","","3","35.026614","-89.893545","2","5","K","","","THAYER SOUTH",
"18","09","NS","130984","","","","","18","09","NS","130984","","","18","09","18","2","20","PM","13","0","0","0","0","","CHATTANOOGA","240.00","47","85","2","1","004","E","AC02","1","0","7","Y","CT33","1","0000","2","SOU","531327","014","N","SOU","531327","014","N","2","0","0","0","0","0","0","0","0","0","20","0","27","0","0","0","0","1","0","0","28025","0","E81C","","0","0","0","0","E81C","2","1","004","28025","","47C065","0","000000","0","1","0","0","0","07","20","","","1","3","","1L","","","","212","","2018","0","0","0","0","0","0","HAMILTON","065","","","","N","OTH","000-000-000","AC02 PULLING NORTH ON CT33 WITH 2 ENGINES, 20 LOADS AND 27 EMPTIES, WHEN THE SLIDING CAR DOOR FELL O","FF THE 14TH HEAD CAR, SOU 531327 (BOXCAR), CAUSING THE HOOD TO BECOME DISLODGED FROM THE NW 169618 (","COIL STEEL).","","","","","","","","","","","","","1","36.135151","-84.649386","2","5","L","","","ALABAMA",
"18","01","CSX","000174454","","","","","18","01","CSX","000174454","","","18","01","31","4","42","PM","01","0","0","0","0","","NASHVILLE","0190.0","47","45","3","1","004","E","Y291","1","0","7","Y","N/E B50-B56 SWITCH","1","0000.0","2","TTGX","952601","034","Y","TTGX","993553","033","Y","2","0","0","0","0","0","0","0","0","0","87","0","14","0","0","5","0","0","0","0","34752","1524","E4BC","","0","0","0","0","E4BC","2","1","004","36276","","47C037","0","000000","0","1","0","1","0","02","12","02","12","1","3","","1L","","","","79","","2018","0","0","0","0","0","0","DAVIDSON","037","","","","N","CWR","000-000-000","WHILE SHOVING CARS FROM TRACK C14 TO TRACK B56, THE Y291-31 HAD 5 CARS DERAILS.","","","","","","","","","","","","","","","3","36.112142","-86.770737","2","5","","","","NASHVILLE TERMINAL",
"18","01","NS","128159","","","","","18","01","NS","128159","","","18","01","16","7","25","PM","01","6","6","1","0","","MASCOT","123.00","47","19","3","6","003","R","162T","3","7664","1","Y","LONG POCKET TRACK","1","0000","2","ETCX","421029","012","Y","","","000","","4","0","0","0","0","0","0","0","0","0","56","0","14","0","0","6","0","0","0","0","73006","68744","H306","H702","0","0","0","0","H306","2","1","003","141750","","47C093","0","000000","0","1","0","1","0","02","38","02","38","1","3","","1L","","","","193","","2018","0","0","0","0","0","0","KNOX","093","00","00","","N","CWR","000-000-000","162 PULLING EAST ON LONG POCKET TRACK WITH 4 ENGINES, 56 LOADS AND 14 EMPTIES, WHEN THEY DERAILED TH","E 9TH THROUGH THE 14TH HEAD CARS. CAR UTLX 647161 RELEASED 20 GALLONS OF GLACIAL ACETIC ACID.","","","","","","","","","","","","","","0","36.033005","-83.817278","2","5","K","","","ALABAMA",
"18","05","BNSF","HL0518111","","","","","18","05","BNSF","HL0518111","","","18","05","25","9","30","AM","01","0","0","0","0","","MEMPHIS","496.0","47","85","2","1","004","E","YMEM","1","5108","7","Y","2047","1","","2","CSXT","620078","079","N","","","000","","2","0","0","0","0","0","0","0","0","0","26","0","76","0","0","0","0","1","0","0","208516","250","S007","","0","0","0","0","S007","2","1","004","208766","","47C157","0","000000","0","0","0","0","1","","","09","59","1","3","","1L","","","","170","","2018","0","0","0","0","0","0","SHELBY","157","","","","N","OTH","000-000-000","RCO Y-MEM3742-24 DERAILED 1 RAILCAR DURING SWITCHING OPERATIONS IN YARD TRACK 2047 DUE TO AUTOMATED","CONTROL SYSTEM RETARDER FAILURE. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","3","35.026062","-89.89065","2","5","K","","","THAYER SOUTH",
"18","05","DMVW","DE516ABE","","","","","18","05","DMVW","DE516ABE","","","18","05","16","1","5","PM","01","0","0","0","0","","ABERDEEN","111","46","85","2","1","007","E","131","4","14950","1","Y","MAINLINE","1",".5","1","BNSF","487583","075","Y","","","000","","2","0","0","0","0","0","0","0","0","0","115","0","0","0","0","5","0","0","0","0","100000","35064","T299","","0","0","0","0","T299","1","1","007","135064","","46C013","0","000000","0","1","0","1","0","08","","08","","1","8","","3L","","","","192","","2018","0","0","0","0","0","0","BROWN","013","","","","N","OTH","000-000-000","CARS DERAILED ON ROADWAY CROSSING DUE TO A SUDDEN RUPTURE. THREE CARS WERE TIPPED ON THEIR SIDES, TW","O REMAINED UPRIGHT.
EQUIPMENT DAMAGE IS ESTIMATED, WILL UPDATE WHEN ACTUAL COSTS ARE KNOWN.","","","","","","","","","","","","","","0","45.514081","-98.329614","2","2","P","","","ABERDEEN",
"18","08","NS","130781","","","","","18","08","NS","130781","","","18","08","31","12","15","PM","01","0","0","0","0","","OBERLIN","HP108.","42","78","2","2","002","R","YHHS","3","0","7","Y","NEW YARD LEAD","1","0000","2","TTAX","653230","003","Y","","","000","","1","0","0","0","0","0","0","0","0","0","22","0","0","0","0","1","0","0","0","0","30000","1510","H702","","0","0","0","0","H702","2","1","002","31510","","42C043","0","000000","0","1","0","0","0","05","45","","","1","2","","1L","","","","125","","2018","0","0","0","0","0","0","DAUPHIN","043","","","","N","CWR","000-000-000","YHHS14 RUTHERFORD YARD ASSIGNMENT SHOVING 22 LOADS FROM THE EAST END NEW YARD LEAD INTO TRACK 2 STOR","AGE DERAILED TTAX 653230.","","","","","","","","","","","","","","0","40.256386","-76.802178","2","5","K","","","HARRISBURG",
"18","08","NS","130503","","","","","18","08","NS","130503","","","18","08","08","7","45","PM","01","0","0","0","0","","ALTOONA","PT236.","42","75","3","1","004","E","CB22","3","0","7","Y","B-Y PICKUP","1","0000","2","NS","005258","001","N","","","000","","3","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","50410","5777","H702","","0","0","0","0","H702","2","1","004","56187","","42C013","0","000000","0","2","0","0","0","04","15","","","1","2","","1L","","","","108","","2018","0","0","0","0","0","0","BLAIR","013","00","00","","N","OTH","000-000-000","CB22 SHOVING EAST WITH 3 UNITS, 0 LOADS, 2 EMPTIES, AND 0 TONS ON B-Y PICKUP TRACK DERAILED 1 UNIT,","NS 5258.","","","","","","","","","","","","","","3","40.51778","-78.395867","2","5","K","","","PITTSBURGH",
"18","08","NS","130464","","","","","18","08","NS","130464","","","18","08","05","1","2","PM","01","8","0","0","0","","PITTSBURGH","ML005.","42","80","2","1","018","R","21QC","1","7681","1","Y","DOUBLE-MON LINE MAIN","2","0019","1","DTTX","786313","013","Y","","","000","","3","0","0","0","0","0","0","0","0","0","57","0","0","0","0","7","0","0","0","0","773275","420773","T207","","0","0","0","0","T207","1","2","018","1194048","","42C003","0","000000","0","1","0","1","0","11","02","11","02","1","2","","1L","","","","201","","2018","0","0","0","0","0","0","ALLEGHENY","003","","","","N","CWR","000-000-000","21QC105 TRAVELING NORTH WITH 3 UNITS, 57 LOADS, 0 EMPTIES, AND 7681 TONS ON MON LINE MAIN #1 DERAILE","D 7 CARS (DTTX 787943, SFLC 7352, DTTX 786313, DTTX 732642, DTTX 795352, DTTX 724748, & DTTX 788314)",".","","","","","","","","","","","","","0","40.431025","-80.002481","1","1","D","","","PITTSBURGH",
"18","08","NS","130467","","","","","18","08","NS","130467","","","18","08","06","2","15","AM","12","0","0","0","0","","CONWAY","PC023.","42","72","4","1","000","E","12GC","3","12091","1","N","907","1","0000","2","LBR","001032","093","N","","","000","","1","0","0","0","0","0","0","0","0","0","102","0","17","0","0","0","0","3","0","0","1250","0","H306","H702","0","0","0","0","H306","2","1","004","24165","","42C007","0","000000","0","0","0","0","0","","","","","3","2","","1L","","","","409","","2018","0","0","0","0","0","0","BEAVER","007","00","00","","N","OTH","000-000-000","CW44 SHOVING EAST WITH 1 UNIT, 75 LOADS, 62 EMPTIES, AND 10888 TONS ON 701 TRACK SIDESWIPED 12GC206","(0 UNITS, 102 LOADS, 17 EMPTIES, AND 12091 TONS) ON TRACK 907, DERAILING 2 CARS (MBKX 250248 & MBKX","250325) ON CW63 AND 3 CARS (LBR 1032, LVRR 129, &LBR 1043) ON 12GC206. CAR LBR 1043 OF 12GC206 WAS A","LSO LEANING AGAINST CAR GATX 213685 OF 14GC206 (0 UNITS, 100 LOADS, 40 EMPTIES, AND 13650 TONS) ON T","RACK 908.","","","","","","","","","","","0","40.672356","-80.251823","2","5","K","","","PITTSBURGH",
"18","08","NS","130467","","","","","18","08","NS","130467","","","18","08","06","2","15","AM","12","0","0","0","0","","CONWAY","PC023.","42","72","4","1","004","E","CW44","3","0","7","Y","701","1","0000","2","MBKX","250325","001","Y","","","000","","1","0","0","0","0","0","0","0","0","0","75","0","62","0","0","2","0","0","0","0","11100","11765","H306","H702","0","0","0","0","H306","2","1","004","24165","","42C007","0","000000","0","2","0","0","0","03","15","","","1","2","","1L","","","","409","","2018","0","0","0","0","0","0","BEAVER","007","00","00","","N","OTH","000-000-000","CW44 SHOVING EAST WITH 1 UNIT, 75 LOADS, 62 EMPTIES, AND 10888 TONS ON 701 TRACK SIDESWIPED 12GC206","(0 UNITS, 102 LOADS, 17 EMPTIES, AND 12091 TONS) ON TRACK 907, DERAILING 2 CARS (MBKX 250248 & MBKX","250325) ON CW63 AND 3 CARS (LBR 1032, LVRR 129, &LBR 1043) ON 12GC206. CAR LBR 1043 OF 12GC206 WAS A","LSO LEANING AGAINST CAR GATX 213685 OF 14GC206 (0 UNITS, 100 LOADS, 40 EMPTIES, AND 13650 TONS) ON T","RACK 908.","","","","","","","","","","","3","40.672356","-80.251823","2","5","K","","","PITTSBURGH",
"18","08","NS","130467","","","","","18","08","NS","130467","","","18","08","06","2","15","AM","12","1","0","0","0","","CONWAY","PC023.","42","72","4","1","000","E","14GC","3","13650","1","N","908","1","0000","2","GATX","213685","112","Y","","","000","","1","0","0","0","0","0","0","0","0","0","100","0","40","0","0","0","0","0","0","0","50","0","H306","H702","0","0","0","0","H306","2","1","004","24165","","42C007","0","000000","0","0","0","0","0","","","","","3","2","","1L","","","","409","","2018","0","0","0","0","0","0","BEAVER","007","00","00","","N","OTH","000-000-000","CW44 SHOVING EAST WITH 1 UNIT, 75 LOADS, 62 EMPTIES, AND 10888 TONS ON 701 TRACK SIDESWIPED 12GC206","(0 UNITS, 102 LOADS, 17 EMPTIES, AND 12091 TONS) ON TRACK 907, DERAILING 2 CARS (MBKX 250248 & MBKX","250325) ON CW63 AND 3 CARS (LBR 1032, LVRR 129, &LBR 1043) ON 12GC206. CAR LBR 1043 OF 12GC206 WAS A","LSO LEANING AGAINST CAR GATX 213685 OF 14GC206 (0 UNITS, 100 LOADS, 40 EMPTIES, AND 13650 TONS) ON T","RACK 908.","","","","","","","","","","","0","40.672356","-80.251823","2","5","K","","","PITTSBURGH",
"18","03","BNSF","SW0318107","","","","","18","03","BNSF","SW0318107","","","18","03","19","5","25","AM","01","0","0","0","0","","CARLSBAD","1.8","35","50","1","1","009","E","RSWE","3","853","1","Y","1044","1","","2","BNSF","929139","009","Y","","","000","","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","2","0","0","0","0","2000","17500","H306","","0","0","0","0","H306","2","1","009","19500","","35C015","0","000000","0","1","0","1","1","11","25","11","25","1","5","","1L","","","","138","","2018","0","0","0","0","0","0","EDDY","015","00","00","","N","OTH","000-000-000","Y-SWE0051-18 DERAILED 2 RAILCARS WHILE SHOVING YARD TRACK 1044 DUE TO FAILURE TO CONTROL SHOVE MOVE.","NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","32.440082","-104.19941","2","5","K","","","MINES",
"18","08","BNSF","SW0818102","","","","","18","08","BNSF","SW0818102","","","18","08","05","11","38","AM","01","12","0","0","0","","CLOVIS","660.0","35","90","2","1","006","E","ZWSP","3","3686","1","Y","703","1","","2","TTRX","370630","008","Y","","","000","","5","0","0","0","0","0","0","0","0","0","59","0","0","0","0","3","0","0","0","0","12276","1300","H307","H303","0","0","0","0","H307","2","1","006","13576","","35C009","0","000000","0","1","0","3","0","04","03","04","03","1","5","","1L","","","","277","","2018","0","0","0","0","0","0","CURRY","009","","","","Y","OTH","000-000-000","Z-WSPSTO9-04 DERAILED 2 RAILCARS IN YARD TRACK 703. AFTER SHOVING THROUGH AND IMPROPERLY LINED DERAI","L, SUBSEQUENTLY DERAILED UPON CHANGING DIRECTIONS. CAUSE IS FAILURE TO CONTROL SHOVE MOVE IN TURN RU","NNING THROUGH AN IMPROPERLY LINED DERAIL. NO HAZARDOUS MATERIAL WAS RELEASED.","","","","","","","","","","","","","0","34.401193","-103.265946","2","5","K","","","CLOVIS",
"18","07","BNSF","SW0718112","","","","","18","07","BNSF","SW0718112","","","18","07","22","7","3","PM","01","0","0","0","0","","ARTESIA","144.8","35","105","3","1","008","R","UZEA","2","14108","1","Y","0930","1","","3","WFRX","410020","034","Y","","","000","","2","0","0","0","2","0","0","0","0","0","100","0","0","0","0","19","0","0","0","0","301897","115000","T216","","0","0","0","0","T216","3","1","008","416897","","35C015","0","000000","0","1","0","1","0","10","03","10","03","1","5","","1L","","","","134","","2018","0","0","0","0","0","0","EDDY","015","","","","N","OTH","000-000-000","U-ZEACBI0-01 DERAILED 19 RAILCARS WHILE PULLING OUT OF SIDING TRACK 0930 DUE TO TRACK WIDE GAGE. NO","HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","3","32.916321","-104.391017","2","5","","","","CARLSBAD",
"18","08","NMRX","20180823","","","","","18","08","NMRX","20180823","","","18","08","23","6","19","AM","01","0","0","0","0","","SANTA FE","22.2","35","68","1","1","006","R","502","4","0","C","Y","MAIN TRACK 1","1","","1","NMRX","001007","002","N","NMRX","001007","002","N","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","21800","14135","T111","","0","0","0","0","T111","1","1","006","35935","","35C049","0","000000","0","1","","1","","02","48","02","48","1","5","","3","","","","371","","2018","0","0","0","0","0","0","SANTA FE","049","","","","N","OTH","000-000-000","AFTER ARRIVING AT SANTA FE DEPOT AND DE-BOARDING ALL PASSENGERS, TRAIN 502 WAS MAKING A SHOVE MOVE T","O AN ADJACENT TRACK WHERE THEY ENCOUNTERED WIDE GUAGE AT MP 22.2.  THE RESULT WAS A DERAILMENT OF LO","COMOTIVE 101 AND COACH CAR 1007.  THE CAUSE OF THE DERAILMENT WAS WIDE GUAGE DUE TO ELONGATED SPIKE","HOLES ON THE TIE PLATES THAT ALLOWED LATERAL MOVEMENT OF THE EAST RAIL.","","","","","","","","","","","","0","35.683879","-105.94707","2","3","","","","SANTA FE",
"18","08","NYSW","180808CY01","","","","","18","08","NYSW","180808CY01","","","18","08","09","2","1","AM","01","25","1","0","10","","DEPOSIT","171.60","36","72","4","3","024","R","SU-9","4","5610","1","Y","SINGLE MAIN TRACK","2","120695","1","TCMX","350344","011","N","","","000","","4","0","0","0","0","4","0","0","0","0","25","0","38","0","0","3","0","12","0","0","3350000","325000","T002","","0","0","0","0","T002","1","2","024","3675000","","36C025","0","000000","0","1","0","1","0","09","","09","01","1","1","","3L","","","","494","","2018","0","0","0","0","0","0","DELAWARE","025","","","","N","OTH","000-000-000","TRAIN SU-99 TRAVELING WESTBOUND ON THE CNYK MAINLINE TRACK ENCOUNTERED WATER ON THE RAIL AROUND A CU","RVE JUST BEFORE A CULVERT.  WHEN THE LEAD LOCOMOTIVE HIT THE INITIAL WATER ON THE TRACKS, THE TRAIN","BEGAN TO SINK INTO THE ROW AND DIVERT OFF THE TRACK EXITING THE ROW FROM THE RIGHT SIDE.  AS THE LOC","OMOTIVES FELL INTO A CULVERT, THEY BEGAN TO DIG DEEPER INTO THE GROUND ADJACENT TO THE ROW RUNNING I","NTO EACH OTHER.  15 OF THE 63 FREIGHT CARS DERAILED IN VARIOUS LOCATIONS THROUGHOUT THE TRAIN.","","","","","","","","","","","0","42.008519","-75.395243","1","1","D","","","CNYK",
"18","04","CSX","000176021","","","","","18","04","CSX","000176021","","","18","04","23","5","50","PM","01","0","0","0","0","","SELKIRK","0015.0","36","60","2","1","005","E","Y297","3","0","7","Y","DRILL 3","X","0000.0","2","TBOX","662610","007","N","","","000","","2","0","0","0","0","0","0","0","0","0","48","0","118","0","0","0","0","4","0","0","109824","46030","M405","","0","0","0","0","M405","2","X","005","155854","","36C001","0","000000","0","1","0","1","0","02","50","02","50","1","1","","1L","","","","123","","2018","0","0","0","0","0","0","ALBANY","001","","","","N","OTH","000-000-000","FOUR CARS DERAILED AT THE FROG ON THE 10B SWITCH WHILE THE Y29723 WAS SHOVING OFF FROM DRILL 3 TO TR","ACK 361 WITH 166 CARS .","","","","","","","","","","","","","","3","42.565903","-73.854184","2","5","","","","SELKIRK",
"18","06","NYSW","180602A","","","","","18","06","CSX","000176738","","","18","06","02","2","20","PM","01","42","2","0","0","","SYRACUSE","QC 293","36","77","2","2","010","R","CL-3","4","7564","1","Y","GEDDES ST LEAD","1","","4","CDEX","016091","056","Y","CDEX","016091","056","Y","2","0","0","0","0","0","0","0","0","0","40","0","58","0","0","5","0","0","0","0","46523","0","E35C","","0","0","0","0","E35C","4","1","010","81038","","36C067","0","000000","0","1","0","1","0","04","50","04","50","2","1","","3L","","","","391","","2018","0","0","0","0","0","0","ONONDAGA","067","00","00","","N","OTH","000-000-000","CL-3 EXPERIENCED AN EMERGENCY APPLICATION OF THE BRAKES WHILE TRAVERSING THE FACING POINT OF THE GED","DES ST. LEAD SWITCH WHILE MOVING THROUGH THE INTERLOCKING @ CP-293.  THIS OCCURRED ON THEIR WAY TO T","HE POCKET YARD IN BELLISLE (YARD).  WHEN THE TRAIN CAME TO A STOP, IT WAS DISCOVERED BY THE CONDUCTO","R THAT (5) RAILCARS DERAILED, STILL UPRIGHT, NO LADING SPILLED, OR LEAKED FROM ANY RAILCAR.","","","","","","","","","","","","0","43.061348","-76.192285","2","5","K","","","SYRACUSE TERMINAL",
"18","08","MNCW","2018081500","","","","","18","08","MNCW","2018081500","","","18","08","15","1","30","AM","09","0","0","0","0","","CROTON ON HUDSON","34.2","36","0","4","1","007","E","HTS2","2","0","6","Y","TRACK 5","1","","2","MNCW","008129","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","11512","0","M402","H607","0","0","0","0","M402","2","1","007","11512","","36C119","0","000000","0","2","0","0","1","03","48","","","1","1","","3L","","","","120","","2018","0","0","0","0","0","0","WESTCHESTER","119","","","","N","CWR","000-000-000","HTS-2 CREW WAS PERFORMING EQUIPMENT SWAPS IN HARMON YARD TRAVELING SOUTH ON TRACK 5 WHEN THEY STRUCK","PARKED TRUCK 2455M.","","","","","","","","","","","","","","0","41.197235","-73.886325","2","5","L","","","HUDSON LINE",
"18","03","NS","128957","","","","","18","03","NS","128957","","","18","03","23","5","57","PM","01","12","0","0","0","","MADISONVILLE","B032.2","51","45","3","1","045","R","188V","3","2730","1","Y","SINGLE MAIN TRACK","4","0001","1","NAHX","060781","040","Y","","","000","","6","0","0","0","0","0","0","0","0","0","34","0","17","0","0","10","0","4","0","0","620008","491986","T221","","0","0","0","0","T221","1","4","045","1111994","","51C147","0","000000","0","1","0","1","0","07","57","07","57","1","2","","1L","","","","383","","2018","0","0","0","0","0","0","PRINCE EDWARD","147","","","","N","CWR","000-000-000","TRAIN 188V221 TRAVELING EAST FROM ROANOKE, VA TO CREWE, VA AT MILEPOST B32.2 AT 5:57PM WITH 6 ENGINE","S NS 8844 IN THE LEAD WITH 34 LOADS, 17 EMPTIES, 4534 TONS 3627 FEET. TRAIN ENCOUNTERED AN UNDESIRAB","LE EMERGENCY BRAKE APPLICATION AT 45MPH IN NOTCH 11 LOADING 80AMPS. AFTER CONDUCTOR INSPECTED THE TR","AIN IT WAS DETERMINED THE 40TH THROUGH 53RD CARS DERAILED TOWARD THE REAR OF TRAIN.","","","","","","","","","","","","0","37.204821","-78.669125","1","1","Q","","","POCAHONTAS",
"18","03","NS","128710","","","","","18","03","NS","128710","","","18","03","05","2","25","AM","12","0","0","0","0","","NORFOLK","LP000.","51","37","4","1","003","E","NOTR","3","0","6","N","BARNEY YARD LADDER","1","0000","2","NS","038454","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","26942","M411","","0","0","0","0","M411","2","1","003","26942","","51C710","0","000000","0","0","0","0","0","","","","","1","2","","1L","","","","173","","2018","0","0","0","0","0","0","NORFOLK","710","","","","N","CWR","000-000-000","NS 38454 COMING OUT OF BARNEY YARD #5 IMPACTED BY NS 48216 COMING OUT OF BARNEY YARD #5 DURING NORMA","L DUMPING OPERATIONS, BYPASSING AND DERAILING #1 AND #2 WHEEL ON NS 38454","","","","","","","","","","","","","","0","36.873777","-76.301703","2","5","L","","","POCAHONTAS",
